#Date/Time of Update: 2017-05-05 10:53:45 AM,#Player ID,#LastName,#FirstName,#Jersey Num,#Position,#Height,#Weight,#Birth Date,#Age,#Birth City,#Birth Country,#Rookie,#Team ID,#Team Abbr.,#Team City,#Team Name
,527,Aebischer,David,1,G,"6'1""",188,2/7/1978,39,Fribourg,Switzerland,N,30,ARI,Arizona,Coyotes
,4672,Blum,Jonathon,7,D,"6'1""",188,1/30/1989,28,"Long Beach, CA",USA,N,25,MIN,Minnesota,Wild
,4210,Brent,Tim,37,C,"6'0""",188,3/10/1984,33,"Cambridge, ON",Canada,N,3,CAR,Carolina,Hurricanes
,5569,Broadhurst,Alex,,C,"5'11""",188,3/7/1993,24,"New Lenox, IL",USA,Y,,,,
,3674,Burrows,Alexandre,14,RW,"6'1""",188,4/11/1981,36,"Pincourt, QC",Canada,N,13,OTT,Ottawa,Senators
,5479,Carrick,Sam,53,C,"6'0""",188,,,"Markham, ON",Canada,N,12,TOR,Toronto,Maple Leafs
,5555,Copp,Andrew,9,C,"6'0""",188,7/8/1994,22,"Ann Arbor, MI",USA,N,47,WPJ,Winnipeg,Jets
,11820,Di Pauli,Thomas,54,C,"5'11""",188,4/29/1994,23,"Woodbridge, IL",USA,Y,10,PIT,Pittsburgh,Penguins
,5747,Estephan,Giorgio,,C,"6'0""",188,2/3/1997,20,"Edmonton, AB",Canada,Y,15,BUF,Buffalo,Sabres
,5499,Farnham,Bobby,44,LW,"5'10""",188,1/21/1989,28,"North Andover, MA",USA,N,14,MTL,Montreal,Canadiens
,11794,Fox,Dane,,LW,"6'0""",188,10/13/1993,23,"Chatham, ON",Canada,Y,,,,
,4766,Kadri,Nazem,43,C,"6'0""",188,10/6/1990,26,"London, ON",Canada,N,12,TOR,Toronto,Maple Leafs
,4224,Krejci,David,46,C,"6'0""",188,4/28/1986,31,Sternberk,Czechoslovakia,N,11,BOS,Boston,Bruins
,4713,Lindgren,Perttu,15,C,"6'0""",188,8/26/1987,29,Tampere,Finland,N,27,DAL,Dallas,Stars
,3647,Lundqvist,Henrik,30,G,"6'1""",188,3/2/1982,35,Are,Sweden,N,9,NYR,New York,Rangers
,9638,McLeod,Michael,,C,"6'2""",188,2/3/1998,19,"Mississauga, ON",Canada,Y,,,,
,10070,Motte,Tyler,64,C,"5'9""",188,3/10/1995,22,"St. Clair, MI",USA,N,20,CHI,Chicago,Blackhawks
,5529,Mouillierat,Kael,22,LW,"6'0""",188,,,"Edmonton, AB",Canada,N,10,PIT,Pittsburgh,Penguins
,4028,Nummelin,Petteri,33,D,"5'10""",188,11/25/1972,44,Turku,Finland,N,25,MIN,Minnesota,Wild
,4631,O'Reilly,Cal,19,C,"6'0""",188,9/30/1986,30,"Toronto, ON",Canada,N,15,BUF,Buffalo,Sabres
,4722,Pyatt,Tom,10,LW,"5'11""",188,2/14/1987,30,"Thunder Bay, ON",Canada,N,13,OTT,Ottawa,Senators
,5626,Roy,Jeremy,,D,"6'0""",188,5/14/1997,19,"Longueuil, QC",Canada,Y,,,,
,439,Sedin,Henrik,33,C,"6'2""",188,9/26/1980,36,Ornskoldsvik,Sweden,N,21,VAN,Vancouver,Canucks
,5514,Shore,Nick,21,C,"6'1""",188,9/26/1992,24,"Denver, CO",USA,N,28,LAK,Los Angeles,Kings
,4997,Strome,Ryan,18,C,"6'1""",188,7/11/1993,23,"Mississauga, ON",Canada,N,8,NYI,New York,Islanders
,5460,van Riemsdyk,Trevor,57,D,"6'2""",188,7/24/1991,25,"Middletown, NJ",USA,N,20,CHI,Chicago,Blackhawks
,196,Williams,Justin,14,RW,"6'1""",188,10/4/1981,35,"Cobourg, ON",Canada,N,5,WSH,Washington,Capitals
,5736,Zuhlsdorf,Ryan,,D,"5'11""",188,7/1/1997,19,"Edina, MN",USA,Y,1,TBL,Tampa Bay,Lightning
,5687,Borgen,William,,D,"6'2""",189,12/19/1996,20,"Moorhead, MN",USA,Y,,,,
,4781,Butler,Bobby,26,RW,"6'0""",189,4/26/1987,30,"Marlborough, MA",USA,N,4,FLO,Florida,Panthers
,4504,Chorney,Taylor,4,D,"6'1""",189,4/27/1987,30,"Thunder Bay, ON",Canada,N,5,WSH,Washington,Capitals
,5083,Cizikas,Casey,53,C,"5'11""",189,2/27/1991,26,"Toronto, ON",Canada,N,8,NYI,New York,Islanders
,4956,Condra,Erik,22,RW,"5'11""",189,8/6/1986,30,"Trenton, MI",USA,N,1,TBL,Tampa Bay,Lightning
,11828,Donaghey,Cody,63,D,"6'1""",189,5/10/1996,20,"St. John's, NL",Canada,Y,13,OTT,Ottawa,Senators
,5099,Dumont,Gabriel,61,C,"5'10""",189,10/6/1990,26,"Ville Degelis, QC",Canada,N,1,TBL,Tampa Bay,Lightning
,11499,Englund,Andreas,39,D,"6'3""",189,1/21/1996,21,Stockholm,Sweden,N,13,OTT,Ottawa,Senators
,9643,Fabbro,Dante,,D,"6'0""",189,6/20/1998,18,"Whistler, BC",Canada,N,18,NSH,Nashville,Predators
,408,Ference,Andrew,21,D,"5'11""",189,3/17/1979,38,"Edmonton, AB",Canada,N,24,EDM,Edmonton,Oilers
,5876,Hannikainen,Markus,33,LW,"6'2""",189,3/26/1993,24,Helsinki,Finland,N,19,CBJ,Columbus,Blue Jackets
,902,Holden,Josh,9,C,"6'0""",189,1/18/1978,39,"Calgary, AB",Canada,N,,,,
,4523,Hornqvist,Patric,72,RW,"5'11""",189,1/1/1987,30,Sollentuna,Sweden,N,10,PIT,Pittsburgh,Penguins
,5120,Howden,Quinton,21,C,"6'2""",189,1/21/1992,25,"Winnipeg, MB",Canada,N,47,WPJ,Winnipeg,Jets
,11750,Lewington,Tyler,78,D,"6'1""",189,12/5/1994,22,"Edmonton, AB",Canada,Y,5,WSH,Washington,Capitals
,11844,Mattson,Nick,,D,"6'1""",189,10/25/1991,25,"Salem, OR",USA,Y,,,,
,4547,Oshie,T.J.,77,RW,"5'11""",189,12/23/1986,30,"Everett, WA",USA,N,5,WSH,Washington,Capitals
,71,Ott,Steve,92,C,"6'0""",189,8/19/1982,34,"Summerside, PEI",Canada,N,14,MTL,Montreal,Canadiens
,5746,Pearson,Chase,,C,"6'2""",189,8/23/1997,19,"Cornwall, ON",Canada,Y,16,DET,Detroit,Red Wings
,5574,Regner,Brent,37,C,"5'11""",189,,,"Westlock, AB",Canada,Y,4,FLO,Florida,Panthers
,11730,Russo,Robbie,18,D,"6'0""",189,2/15/1993,24,"Westmount, IL",USA,Y,16,DET,Detroit,Red Wings
,4708,Salak,Alexander,53,G,"6'1""",189,1/5/1987,30,Strakonice,Czech Republic,N,4,FLO,Florida,Panthers
,4608,Santorelli,Mike,25,C,"6'0""",189,12/14/1985,31,"Vancouver, BC",Canada,N,29,ANA,Anaheim,Ducks
,671,Tellqvist,Mikael,32,G,"6'0""",189,9/19/1979,37,Sundbyberg,Sweden,N,15,BUF,Buffalo,Sabres
,4540,Tikhonov,Viktor,9,RW,"6'2""",189,5/12/1988,28,Riga,Latvia,N,30,ARI,Arizona,Coyotes
,5290,Vey,Linden,16,RW,"6'0""",189,7/17/1991,25,"Wakaw, SK",Canada,N,23,CGY,Calgary,Flames
,11815,Werek,Ethan,54,C,"6'1""",189,6/7/1991,25,"Markham, ON",Canada,Y,,,,
,5223,Akeson,Jason,42,RW,"5'10""",190,6/3/1990,26,"Ottawa, ON",Canada,Y,6,PHI,Philadelphia,Flyers
,5303,Albert,John,70,C,"5'11""",190,1/19/1989,28,"Cleveland, OH",USA,Y,47,WPJ,Winnipeg,Jets
,12009,Amadio,Michael,,C,"6'1""",190,5/13/1996,20,"Sault Ste. Marie, ON",Canada,Y,,,,
,4998,Baertschi,Sven,47,LW,"5'11""",190,10/5/1992,24,Bern,Switzerland,N,21,VAN,Vancouver,Canucks
,4527,Bailey,Joshua,12,LW,"6'1""",190,10/2/1989,27,"Bowmanville, ON",Canada,N,8,NYI,New York,Islanders
,5075,Barrie,Tyson,4,D,"5'10""",190,7/26/1991,25,"Victoria, BC",Canada,N,22,COL,Colorado,Avalanche
,11865,Beach,Cody,72,RW,"6'5""",190,8/8/1992,24,"Nanaimo, BC",Canada,Y,,,,
,5714,Bernhardt,Daniel,,RW,"6'2""",190,4/11/1996,21,Stockholm,Sweden,Y,,,,
,5852,Bertschy,Christoph,47,C,"5'10""",190,4/5/1994,23,Le Mouret,Switzerland,N,25,MIN,Minnesota,Wild
,5236,Bigras,Chris,3,D,"6'1""",190,2/22/1995,22,"Orillia, ON",Canada,Y,22,COL,Colorado,Avalanche
,5398,Blacker,Jesse,77,D,"6'1""",190,4/19/1991,26,"Toronto, ON",Canada,Y,29,ANA,Anaheim,Ducks
,5246,Boucher,Reid,24,C,"5'10""",190,9/8/1993,23,"Lansing, MI",USA,N,21,VAN,Vancouver,Canucks
,447,Boyle,Dan,22,D,"5'11""",190,7/12/1976,40,"Ottawa, ON",Canada,N,9,NYR,New York,Rangers
,4145,Callahan,Ryan,24,RW,"5'11""",190,3/21/1985,32,"Rochester, NY",USA,N,1,TBL,Tampa Bay,Lightning
,5354,Callahan,Mitch,57,RW,"6'0""",190,8/17/1991,25,"Whittier, CA",USA,Y,16,DET,Detroit,Red Wings
,721,Cammalleri,Mike,13,C,"5'9""",190,7/8/1982,34,"Richmond Hill, ON",Canada,N,7,NJD,New Jersey,Devils
,568,Campbell,Brian,51,D,"5'10""",190,5/23/1979,37,"Strathroy, ON",Canada,N,20,CHI,Chicago,Blackhawks
,5448,Clendening,Adam,4,D,,190,,,"Wheatfield, NY",USA,N,9,NYR,New York,Rangers
,4156,Conner,Chris,23,RW,"5'8""",190,12/23/1983,33,"Westland, MI",USA,N,5,WSH,Washington,Capitals
,5217,Corrado,Frank,20,D,"6'0""",190,3/26/1993,24,"Toronto, ON",Canada,N,10,PIT,Pittsburgh,Penguins
,5203,DeKeyser,Danny,65,D,"6'3""",190,3/7/1990,27,"Detroit, MI",USA,N,16,DET,Detroit,Red Wings
,5520,De La Rose,Jacob,25,LW,"6'2""",190,5/20/1995,21,Arvika,Sweden,N,14,MTL,Montreal,Canadiens
,5895,Dzingel,Ryan,18,LW,"6'0""",190,3/9/1992,25,"Wheaton, IL",USA,N,13,OTT,Ottawa,Senators
,5025,Eakin,Cody,20,C,"6'0""",190,5/24/1991,25,"Winnipeg, MB",Canada,N,27,DAL,Dallas,Stars
,4866,Ekman-Larsson,Oliver,23,D,"6'2""",190,7/17/1991,25,Karlskrona,Sweden,N,30,ARI,Arizona,Coyotes
,5040,Elliott,Stefan,7,D,"6'1""",190,1/30/1991,26,"Vancouver, BC",Canada,N,18,NSH,Nashville,Predators
,5558,Esposito,Angelo,71,C,"6'0""",190,2/20/1989,28,"Montreal, QC",Canada,N,10,PIT,Pittsburgh,Penguins
,5044,Fairchild,Cade,82,D,"5'11""",190,1/15/1989,28,"Duluth, MN",USA,N,17,STL,St. Louis,Blues
,5656,Forsbacka-Karlsson,Jakob,23,C,"6'1""",190,10/31/1996,20,Stockholm,Sweden,N,11,BOS,Boston,Bruins
,4361,Fraser,Colin,29,C,"6'1""",190,1/28/1985,32,"Sicamous, BC",Canada,N,17,STL,St. Louis,Blues
,5843,Froese,Byron,78,C,"6'0""",190,3/12/1991,26,"Winkler, MB",Canada,N,1,TBL,Tampa Bay,Lightning
,4440,Gagnon,Aaron,21,C,"5'10""",190,4/24/1986,31,"Quesnel, BC",Canada,N,47,WPJ,Winnipeg,Jets
,5367,Gallant,Brett,59,LW,"6'0""",190,12/28/1988,28,"Summerside, PEI",Canada,Y,8,NYI,New York,Islanders
,5079,Garbutt,Ryan,16,C,,190,,,"Winnipeg, MB",Canada,N,29,ANA,Anaheim,Ducks
,5254,Girgensons,Zemgus,28,C,"6'1""",190,1/5/1994,23,Riga,Latvia,N,15,BUF,Buffalo,Sabres
,5096,Goloubef,Cody,18,D,"6'1""",190,11/30/1989,27,"Oakville, ON",Canada,N,22,COL,Colorado,Avalanche
,4218,Greene,Andy,6,D,"5'11""",190,10/30/1982,34,"Trenton, MI",USA,N,7,NJD,New Jersey,Devils
,5369,Gudlevskis,Kristers,37,G,"6'4""",190,7/31/1992,24,Aizkraukle,Latvia,Y,1,TBL,Tampa Bay,Lightning
,11840,Hagel,Marc,,RW,"5'11""",190,9/2/1988,28,"Hamilton, ON",Canada,Y,13,OTT,Ottawa,Senators
,4332,Hensick,T.J.,77,C,"5'10""",190,12/10/1985,31,"Lansing, MI",USA,N,17,STL,St. Louis,Blues
,4511,Hickey,Thomas,14,D,"5'11""",190,2/8/1989,28,"Calgary, AB",Canada,N,8,NYI,New York,Islanders
,4416,Hillen,Jack,38,D,"5'10""",190,1/24/1986,31,"Minnetonka, MN",USA,N,3,CAR,Carolina,Hurricanes
,4331,Hunwick,Matt,2,D,"5'11""",190,5/21/1985,31,"Warren, MI",USA,N,12,TOR,Toronto,Maple Leafs
,4519,Irmen,Danny,40,C,"6'0""",190,9/6/1984,32,"Fargo, ND",USA,N,25,MIN,Minnesota,Wild
,5827,Janmark,Mattias,13,C,"6'1""",190,12/8/1992,24,Danderyd,Sweden,N,27,DAL,Dallas,Stars
,4893,Josefson,Jacob,16,C,"6'0""",190,3/2/1991,26,Stockholm,Sweden,N,7,NJD,New Jersey,Devils
,5180,Kinkaid,Keith,1,G,"6'2""",190,7/4/1989,27,"Farmingville, NY",USA,N,7,NJD,New Jersey,Devils
,819,Kronwall,Niklas,55,D,"6'0""",190,1/12/1981,36,Stockholm,Sweden,N,16,DET,Detroit,Red Wings
,5554,Kulak,Brett,61,D,"6'1""",190,1/6/1994,23,"Edmonton, AB",Canada,N,23,CGY,Calgary,Flames
,937,Kurka,Tomas,37,LW,"5'11""",190,12/14/1981,35,Most,Czech Republic,N,,,,
,5065,Kytnar,Milan,64,C,"6'0""",190,5/19/1989,27,Topolcany,Slovakia,N,24,EDM,Edmonton,Oilers
,11363,Labate,Joseph,62,C,"6'4""",190,,,,,Y,21,VAN,Vancouver,Canucks
,11786,Labrie,Hubert,54,D,"5'11""",190,7/12/1991,25,"Victoriaville, QC",Canada,Y,,,,
,11721,Lagace,Maxime,35,G,"6'2""",190,1/12/1993,24,"Saint-Augustin, QC",Canada,Y,27,DAL,Dallas,Stars
,5829,Larkin,Dylan,71,LW,"6'1""",190,7/30/1996,20,"Waterford, MI",USA,N,16,DET,Detroit,Red Wings
,5622,Larsson,Jacob,51,D,"6'2""",190,4/29/1997,20,Ljungby,Sweden,N,29,ANA,Anaheim,Ducks
,4503,Leino,Ville,23,LW,"6'1""",190,10/6/1983,33,Savonlinna,Finland,N,15,BUF,Buffalo,Sabres
,4633,Lewis,Grant,38,D,"6'3""",190,1/20/1985,32,"Pittsburgh, PA",USA,N,2,ATL,Atlanta,Thrashers
,9072,Lindgren,Charlie,40,G,"6'2""",190,12/18/1993,23,"Lakeville, MN",USA,N,14,MTL,Montreal,Canadiens
,996,Lysak,Brett,56,C,"6'0""",190,12/30/1980,36,"St. Albert, AB",Canada,N,,,,
,4337,MacIntyre,Drew,35,G,"6'1""",190,6/24/1983,33,"Charlottetown, PEI",Canada,N,12,TOR,Toronto,Maple Leafs
,12472,Malone,Sean,42,C,"6'0""",190,4/30/1995,22,"Buffalo, NY",USA,Y,15,BUF,Buffalo,Sabres
,4614,McLean,Kurtis,54,C,"6'0""",190,11/2/1980,36,"Kirkland Lake, ON",Canada,N,8,NYI,New York,Islanders
,4795,Mcmillan,Brandon,21,C,"5'11""",190,3/22/1990,27,"Richmond, BC",Canada,N,21,VAN,Vancouver,Canucks
,4746,Mercier,Justin,43,C,"5'11""",190,6/25/1987,29,"Erie, PA",USA,N,22,COL,Colorado,Avalanche
,42,Miettinen,Antti,20,RW,"6'0""",190,7/3/1980,36,H?meenlinna,Finland,N,47,WPJ,Winnipeg,Jets
,4283,Mitchell,Torrey,17,RW,"5'11""",190,1/30/1985,32,"Greenfield Park, QC",Canada,N,14,MTL,Montreal,Canadiens
,4838,Morin,Travis,39,C,"6'1""",190,1/9/1984,33,"Minneapolis, MN",USA,N,27,DAL,Dallas,Stars
,4841,Mursak,Jan,39,LW,"5'11""",190,1/20/1988,29,Maribor,Slovenia,N,16,DET,Detroit,Red Wings
,11834,Nastasiuk,Zach,62,RW,"6'1""",190,3/30/1995,22,"Barrie, ON",Canada,Y,16,DET,Detroit,Red Wings
,4650,Negrin,John,61,D,"6'2""",190,3/25/1989,28,"West Vancouver, BC",Canada,N,23,CGY,Calgary,Flames
,5256,Nieto,Matthew,83,LW,"5'11""",190,11/5/1992,24,"Long Beach, CA",USA,N,22,COL,Colorado,Avalanche
,5418,Nylander,William,29,C,"6'0""",190,,,"Calgary, AB",Canada,N,12,TOR,Toronto,Maple Leafs
,4031,Oduya,Johnny,27,D,"6'0""",190,10/1/1981,35,Stockholm,Sweden,N,20,CHI,Chicago,Blackhawks
,5181,Oleksy,Steve,61,D,"6'0""",190,4/1/1986,31,"Chesterfield, MI",USA,N,10,PIT,Pittsburgh,Penguins
,4136,Pavelski,Joe,8,C,"5'11""",190,7/11/1984,32,"Plover, WI",USA,N,26,SJS,San Jose,Sharks
,5523,Prince,Shane,11,C,"5'11""",190,11/16/1992,24,"Rochester, NY",USA,N,8,NYI,New York,Islanders
,5525,Ranford,Brendan,64,LW,"5'10""",190,5/3/1992,25,"Edmonton, AB",Canada,Y,27,DAL,Dallas,Stars
,4615,Regin,Peter,12,C,"6'2""",190,4/16/1986,31,Herning,Denmark,N,20,CHI,Chicago,Blackhawks
,5202,Reinhart,Max,59,C,"6'1""",190,2/4/1992,25,"West Vancouver, BC",Canada,N,23,CGY,Calgary,Flames
,3774,Richmond,Danny,44,D,"6'1""",190,8/1/1984,32,"Chicago, IL",USA,N,20,CHI,Chicago,Blackhawks
,269,Ritchie,Byron,15,C,"5'10""",190,4/24/1977,40,"Burnaby, BC",Canada,N,21,VAN,Vancouver,Canucks
,44,Robidas,Stephane,12,D,"5'11""",190,3/3/1977,40,"Sherbrooke, QC",Canada,N,12,TOR,Toronto,Maple Leafs
,12025,Rodewald,Jack,,RW,"6'2""",190,2/14/1994,23,"Calgary, AB",Canada,Y,,,,
,12247,Rooney,Kevin,,C,"6'2""",190,5/21/1993,23,"Canton, MA",USA,Y,,,,
,5691,Roy,Nicolas,,C,"6'4""",190,2/5/1997,20,"Amos, QC",Canada,Y,,,,
,4681,Sanguinetti,Bobby,24,D,"6'3""",190,2/29/1988,29,"Trenton, NJ",USA,N,3,CAR,Carolina,Hurricanes
,4712,Schenn,Brayden,10,LW,"6'1""",190,8/22/1991,25,"Saskatoon, SK",Canada,N,6,PHI,Philadelphia,Flyers
,4623,Schlemko,David,5,D,"6'1""",190,5/7/1987,29,"Edmonton, AB",Canada,N,26,SJS,San Jose,Sharks
,11713,Schmaltz,Jordan,43,D,"6'2""",190,10/8/1993,23,"Madison, WI",USA,N,17,STL,St. Louis,Blues
,5088,Schwartz,Jaden,17,LW,"5'10""",190,6/25/1992,24,"Wikcox, SK",Canada,N,17,STL,St. Louis,Blues
,12503,Shipachyov,Vadim,,C,"6'1""",190,3/12/1987,30,Cherepovets,Russia,Y,,,,
,10096,Smith,Gemel,46,C,"5'10""",190,4/16/1994,23,"Toronto, ON",Canada,Y,27,DAL,Dallas,Stars
,4947,Stalock,Alex,32,G,"6'0""",190,7/28/1987,29,"St. Paul, MN",USA,N,25,MIN,Minnesota,Wild
,4457,Stamkos,Steven,91,C,"6'0""",190,,,"Markham, ON",Canada,N,1,TBL,Tampa Bay,Lightning
,10108,Stecher,Troy,51,D,"5'10""",190,4/7/1994,23,"Richmond, BC",Canada,Y,21,VAN,Vancouver,Canucks
,4311,Stralman,Anton,6,D,"5'11""",190,,,Tibro,Sweden,N,1,TBL,Tampa Bay,Lightning
,55,Sykora,Petr,15,RW,"6'0""",190,11/19/1976,40,Plzen,Czech Republic,N,7,NJD,New Jersey,Devils
,3710,Talbot,Maxime,25,RW,"5'11""",190,2/11/1984,33,"Lemoyne, QC",Canada,N,11,BOS,Boston,Bruins
,4969,Vande Velde,Chris,76,C,"6'2""",190,3/15/1987,30,"Moorhead, MN",USA,N,6,PHI,Philadelphia,Flyers
,3849,Walter,Ben,29,C,"6'1""",190,5/11/1984,32,"Beaconsfield, QC",Canada,N,7,NJD,New Jersey,Devils
,746,Weiss,Stephen,90,C,"5'11""",190,4/3/1983,34,"Toronto, ON",Canada,N,16,DET,Detroit,Red Wings
,5449,Wennberg,Alexander,10,C,"6'1""",190,,,Stockholm,Sweden,N,19,CBJ,Columbus,Blue Jackets
,4051,Yandle,Keith,3,D,"6'1""",190,9/9/1986,30,"Boston, MA",USA,N,4,FLO,Florida,Panthers
,11759,Zay,Matthew,,LW,"6'1""",190,1/1/1991,26,"Glendale, NY",USA,Y,,,,
,367,Zidlicky,Marek,28,D,"5'11""",190,2/3/1977,40,Most,Czechoslovakia,N,8,NYI,New York,Islanders
,160,Afinogenov,Maxim,61,RW,"6'0""",191,9/4/1979,37,Moscow,Russia,N,2,ATL,Atlanta,Thrashers
,10080,Auvitu,Yohann,33,D,"5'11""",191,,,Ivry-sur-Seine,France,N,7,NJD,New Jersey,Devils
,5790,Becker,Jack,,C,"6'3""",191,6/24/1997,19,"Duluth, MN",USA,Y,11,BOS,Boston,Bruins
,4958,Benoit,Andre,61,D,"5'11""",191,1/6/1984,33,"St. Albert, ON",Canada,N,17,STL,St. Louis,Blues
,5618,Boeser,Brock,6,RW,"6'1""",191,2/25/1997,20,"Burnsville, MN",USA,Y,21,VAN,Vancouver,Canucks
,5123,Brodin,Jonas,25,D,"6'1""",191,7/12/1993,23,Karlstad,Sweden,N,25,MIN,Minnesota,Wild
,5880,Carr,Daniel,43,LW,"6'0""",191,11/1/1991,25,"Sherwood Park, AB",Canada,N,14,MTL,Montreal,Canadiens
,5142,Caruso,Michael,62,D,"6'2""",191,7/5/1988,28,"Mississauga, ON",Canada,N,4,FLO,Florida,Panthers
,4348,Downie,Steve,17,RW,"5'11""",191,4/3/1987,30,"Newmarket, ON",Canada,N,30,ARI,Arizona,Coyotes
,942,Ellis,Dan,39,G,"6'1""",191,6/19/1980,36,"Saskatoon, SK",Canada,N,4,FLO,Florida,Panthers
,5711,Gawdin,Glenn,,C,"6'1""",191,3/25/1997,20,"Richmond, BC",Canada,Y,,,,
,5522,Hartman,Ryan,38,RW,"5'11""",191,,,"Hilton Head Isl, SC",USA,N,20,CHI,Chicago,Blackhawks
,4563,Helminen,Dwight,36,C,"5'10""",191,6/22/1983,33,"Hancock, MI",USA,N,26,SJS,San Jose,Sharks
,9636,Jost,Tyson,27,C,"5'11""",191,3/17/1998,19,"Kelowna, BC",Canada,Y,22,COL,Colorado,Avalanche
,4961,Katic,Mark,71,D,"5'10""",191,5/9/1989,27,"Porcupine, ON",Canada,Y,8,NYI,New York,Islanders
,11738,Kerdiles,Nicolas,58,LW,"6'2""",191,1/11/1994,23,"Lewisville, TX",USA,N,29,ANA,Anaheim,Ducks
,4834,Leddy,Nick,2,D,"6'0""",191,3/20/1991,26,"Eden Prairie, MN",USA,N,8,NYI,New York,Islanders
,12286,Lindholm,Anton,54,D,"5'11""",191,11/29/1994,22,Skelleftea,Sweden,Y,22,COL,Colorado,Avalanche
,3631,MacArthur,Clarke,16,LW,"6'0""",191,4/6/1985,32,"Lloydminster, AB",Canada,N,13,OTT,Ottawa,Senators
,11862,Maggio,Daniel,,D,"6'2""",191,3/4/1991,26,"Windsor, ON",Canada,Y,,,,
,5331,McKegg,Greg,33,C,"6'0""",191,,,"St. Thomas, ON",Canada,N,1,TBL,Tampa Bay,Lightning
,5625,Merkley,Nick,72,RW,"5'11""",191,5/23/1997,19,"Calgary, AB",Canada,Y,30,ARI,Arizona,Coyotes
,4810,Nash,Riley,20,C,"6'1""",191,5/9/1989,27,"Consort, AB",Canada,N,11,BOS,Boston,Bruins
,12294,Nogier,Nelson,62,D,"6'2""",191,5/27/1996,20,"Saskatoon, SK",Canada,Y,47,WPJ,Winnipeg,Jets
,4539,Porter,Kevin,11,C,"5'9""",191,3/12/1986,31,"Detroit, MI",USA,N,10,PIT,Pittsburgh,Penguins
,5144,Rakell,Rickard,67,RW,"6'1""",191,5/5/1993,24,Sundbyberg,Sweden,N,29,ANA,Anaheim,Ducks
,5837,Randell,Tyler,64,RW,"6'1""",191,,,"Brampton, ON",USA,N,11,BOS,Boston,Bruins
,5209,Ruhwedel,Chad,2,D,"5'11""",191,5/7/1990,26,"San Diego, CA",USA,N,10,PIT,Pittsburgh,Penguins
,4358,Ryan,Michael,20,C,"6'1""",191,5/16/1980,36,"Boston, MA",USA,N,3,CAR,Carolina,Hurricanes
,342,Savard,Marc,91,C,"5'10""",191,7/17/1977,39,"Ottawa, ON",Canada,N,11,BOS,Boston,Bruins
,5526,Skapski,Mackenzie,70,G,"6'3""",191,6/15/1994,22,"Abbotsford, BC",Canada,Y,9,NYR,New York,Rangers
,5838,Stephenson,Chandler,18,C,"5'11""",191,4/22/1994,23,"Saskatoon, SK",Canada,N,5,WSH,Washington,Capitals
,3665,Streit,Mark,32,D,"5'11""",191,12/11/1977,39,Bern,Switzerland,N,10,PIT,Pittsburgh,Penguins
,4945,Timmins,Scott,75,C,"5'11""",191,9/11/1989,27,"Hamilton, ON",Canada,N,4,FLO,Florida,Panthers
,4420,Turris,Kyle,7,C,"6'1""",191,8/14/1989,27,"New Westminster, BC",Canada,N,13,OTT,Ottawa,Senators
,5676,Warren,Brendan,,LW,"6'0""",191,5/7/1997,19,"Carleton, MI",USA,Y,,,,
,5768,Williams,Colby,,D,"5'11""",191,1/26/1995,22,"Regina, SK",Canada,Y,5,WSH,Washington,Capitals
,5505,Armia,Joel,40,RW,"6'3""",192,5/31/1993,23,Pori,Finland,N,47,WPJ,Winnipeg,Jets
,5853,Athanasiou,Andreas,72,C,"6'2""",192,8/6/1994,22,"London, ON",Canada,N,16,DET,Detroit,Red Wings
,11791,Bleackley,Connor,67,C,"6'0""",192,2/7/1996,21,"High RIver, AB",Canada,Y,17,STL,St. Louis,Blues
,5057,Bourque,Gabriel,57,LW,"5'10""",192,9/23/1990,26,"Rimouski, QC",Canada,N,22,COL,Colorado,Avalanche
,5393,Cannone,Patrick,42,C,"5'11""",192,8/9/1986,30,"Bayport, NY",USA,N,25,MIN,Minnesota,Wild
,4931,Desjardins,Cedrick,31,G,"6'0""",192,9/30/1985,31,"Edmundston, AB",Canada,N,1,TBL,Tampa Bay,Lightning
,4438,Dorsett,Derek,15,RW,"6'0""",192,12/20/1986,30,"Kindersley, SK",Canada,N,21,VAN,Vancouver,Canucks
,11798,Downing,Grayson,,C,"6'0""",192,4/18/1992,25,"Abbotsford, BC",Canada,Y,25,MIN,Minnesota,Wild
,5173,Drazenovic,Nick,40,C,"6'0""",192,1/14/1987,30,"Prince George, BC",Canada,N,10,PIT,Pittsburgh,Penguins
,921,Ellison,Matt,36,RW,"6'0""",192,12/8/1983,33,"Duncan, BC",Canada,N,,,,
,5783,Fedotov,Ivan,,G,"6'6""",192,11/28/1996,20,Saint Petersburg,Russia,Y,6,PHI,Philadelphia,Flyers
,12006,Fidler,Miguel,,LW,"6'0""",192,3/17/1996,21,"Edina, MN",USA,Y,,,,
,3757,Fleischmann,Tomas,12,LW,"6'1""",192,5/16/1984,32,Koprivnice,Czechoslovakia,N,20,CHI,Chicago,Blackhawks
,12346,Fritz,Tanner,,C,"5'11""",192,8/20/1991,25,"Grande Prairie, AB",Canada,Y,,,,
,12035,Gallacher,Benjamin,,D,"5'11""",192,9/11/1992,24,"Calgary, AB",Canada,Y,,,,
,5462,Griffith,Seth,24,C,"5'9""",192,1/4/1993,24,"Wallaceburg, ON",USA,N,4,FLO,Florida,Panthers
